ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	LEXSTATIDS	ALIGNMENT
95	10_many	many	Yuanmen	Yuanmen Hlai	ɬu:i1	ɬu:i1	ɬ uːi *1/¹	hlai1239	1198	19.11	109.54		5 7 8	AXT	LY6	9	9.L.C 9.Y.V 9.6.T	1.6 3.0 1.0	ɬuːi*1/¹	0	577	577	ɬ - uːi *1/¹
96	10_many	many	Heitu	Heitu Hlai	da:i1	da:i1	d aːi *1/¹	hlai1239	1198	19.51	108.94		1 7 8	AXT	TA6	5	5.T.C 5.A.V 5.6.T	1.6 3.0 1.0	daːi*1/¹	0	578	578	d aːi *1/¹
97	10_many	many	Baoding	Baoding Hlai	ɬo:i1	ɬo:i1	ɬ oːi *1/¹	hlai1239	1198	18.77	110.45		5 7 8	AXT	LU6	3	3.L.C 3.U.V 3.6.T	1.6 3.0 1.0	ɬoːi*1/¹	0	577	577	ɬ - oːi *1/¹
98	10_many	many	Zhongsha	Zhongsha Hlai	ɬo:i1	ɬo:i1	ɬ oːi *1/¹	hlai1239	1198	15.83	114.33		5 7 8	AXT	LU6	10	10.L.C 10.U.V 10.6.T	1.6 3.0 1.0	ɬoːi*1/¹	0	577	577	ɬ - oːi *1/¹
99	10_many	many	Tongzha	Tongzha Hlai	ɬa:i1	ɬa:i1	ɬ aːi *1/¹	hlai1239	1198	18.88	109.67		5 7 8	AXT	LA6	7	7.L.C 7.A.V 7.6.T	1.6 3.0 1.0	ɬaːi*1/¹	0	577	577	ɬ - aːi *1/¹
100	10_many	many	Qiandui	Quiandui Hlai	ɬa:i1	ɬa:i1	ɬ aːi *1/¹	hlai1239	1198	18.91	110.04		5 7 8	AXT	LA6	6	6.L.C 6.A.V 6.6.T	1.6 3.0 1.0	ɬaːi*1/¹	0	577	577	ɬ - aːi *1/¹
101	10_many	many	Baocheng	Baocheng Hlai	ɬa:i1	ɬa:i1	ɬ aːi *1/¹	hlai1239	1198	18.64	109.70		5 7 8	AXT	LA6	2	2.L.C 2.A.V 2.6.T	1.6 3.0 1.0	ɬaːi*1/¹	0	577	577	ɬ - aːi *1/¹
102	10_many	many	Gelong	Gelong	tθɔi1	tθɔi1	tθ ɔi *1/¹		1198	19.10	108.65		1 7 8	AXT	TU6	4	4.T.C 4.U.V 4.6.T	1.6 3.0 1.0	tθɔi*1/¹	0	578	578	tθ ɔi *1/¹
715	73_moon	moon	Xifang	Xifang Hlai	ȵa:ŋ1	ȵa:ŋ1	ȵ aː ŋ *1/¹	hlai1239	1313	19.30	109.24		4 7 4 8	AXLT	NAN6	8	8.N.C 8.A.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ȵaːŋ*1/¹	0	588	588	ȵ - aː ŋ *1/¹
716	73_moon	moon	Baisha	Baisha Hlai	ȵa:ŋ1	ȵa:ŋ1	ȵ aː ŋ *1/¹	hlai1239	1313	18.65	108.72		4 7 4 8	AXLT	NAN6	1	1.N.C 1.A.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ȵaːŋ*1/¹	0	588	588	ȵ - aː ŋ *1/¹
717	73_moon	moon	Yuanmen	Yuanmen Hlai	ȵuan4	ȵuan4	ȵ u/w a n *4/⁴	hlai1239	1313	19.11	109.54		4 6 7 4 8	ACXLT	NWAN6	9	9.N.C 9.W.C 9.A.V 9.N.c 9.6.T	1.6 1.2 3.0 1.1 1.0	ȵu/wan*4/⁴	0	588	588	ȵ u/w a n *4/⁴
718	73_moon	moon	Heitu	Heitu Hlai	ȵa:n1	ȵa:n1	ȵ aː n *1/¹	hlai1239	1313	19.51	108.94		4 7 4 8	AXLT	NAN6	5	5.N.C 5.A.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	ȵaːn*1/¹	0	588	588	ȵ - aː n *1/¹
719	73_moon	moon	Baoding	Baoding Hlai	ȵa:n1	ȵa:n1	ȵ aː n *1/¹	hlai1239	1313	18.77	110.45		4 7 4 8	AXLT	NAN6	3	3.N.C 3.A.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	ȵaːn*1/¹	0	588	588	ȵ - aː n *1/¹
720	73_moon	moon	Zhongsha	Zhongsha Hlai	ȵa:n1	ȵa:n1	ȵ aː n *1/¹	hlai1239	1313	15.83	114.33		4 7 4 8	AXLT	NAN6	10	10.N.C 10.A.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	ȵaːn*1/¹	0	588	588	ȵ - aː n *1/¹
721	73_moon	moon	Tongzha	Tongzha Hlai	ȵa:n1	ȵa:n1	ȵ aː n *1/¹	hlai1239	1313	18.88	109.67		4 7 4 8	AXLT	NAN6	7	7.N.C 7.A.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	ȵaːn*1/¹	0	588	588	ȵ - aː n *1/¹
722	73_moon	moon	Qiandui	Quiandui Hlai	na:n4	na:n4	n aː n *4/⁴	hlai1239	1313	18.91	110.04		4 7 4 8	AXLT	NAN6	6	6.N.C 6.A.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	naːn*4/⁴	0	588	588	n - aː n *4/⁴
723	73_moon	moon	Baocheng	Baocheng Hlai	ȵa:n1	ȵa:n1	ȵ aː n *1/¹	hlai1239	1313	18.64	109.70		4 7 4 8	AXLT	NAN6	2	2.N.C 2.A.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	ȵaːn*1/¹	0	588	588	ȵ - aː n *1/¹
724	73_moon	moon	Gelong	Gelong	ȵɔn1	ȵɔn1	ȵ ɔ n *1/¹		1313	19.10	108.65		4 7 4 8	AXLT	NUN6	4	4.N.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	ȵɔn*1/¹	0	588	588	ȵ - ɔ n *1/¹
839	86_mountain	mountain	Xifang	Xifang Hlai	ŋo3	ŋo3	ŋ o *3/³	hlai1239	639	19.30	109.24		4 7 8	AXT	NU6	8	8.N.C 8.U.V 8.6.T	1.6 3.0 1.0	ŋo*3/³	0	599	599	ŋ o *3/³
840	86_mountain	mountain	Baisha	Baisha Hlai	ŋo3	ŋo3	ŋ o *3/³	hlai1239	639	18.65	108.72		4 7 8	AXT	NU6	1	1.N.C 1.U.V 1.6.T	1.6 3.0 1.0	ŋo*3/³	0	599	599	ŋ o *3/³
841	86_mountain	mountain	Yuanmen	Yuanmen Hlai	ɱo6	ɱo6	ɱ o *6/⁵¹	hlai1239	639	19.11	109.54		4 7 8	AXT	MU3	9	9.M.C 9.U.V 9.3.T	1.6 3.0 1.0	ɱo*6/⁵¹	0	603	603	ɱ o *6/⁵¹
842	86_mountain	mountain	Heitu	Heitu Hlai	hau3	hau3	h au *3/³	hlai1239	639	19.51	108.94		3 7 8	AXT	HA6	5	5.H.C 5.A.V 5.6.T	1.6 3.0 1.0	hau*3/³	1	600	600	h - au *3/³
843	86_mountain	mountain	Baoding	Baoding Hlai	hwou3	hwou3	h w ou *3/³	hlai1239	639	18.77	110.45		3 6 7 8	ACXT	HWU6	3	3.H.C 3.W.C 3.U.V 3.6.T	1.6 1.2 3.0 1.0	hwou*3/³	0	600	600	h w ou *3/³
844	86_mountain	mountain	Zhongsha	Zhongsha Hlai	hau3	hau3	h au *3/³	hlai1239	639	15.83	114.33		3 7 8	AXT	HA6	10	10.H.C 10.A.V 10.6.T	1.6 3.0 1.0	hau*3/³	1	600	600	h - au *3/³
845	86_mountain	mountain	Tongzha	Tongzha Hlai	go3	go3	g o *3/³	hlai1239	639	18.88	109.67		1 7 8	AXT	KU6	7	7.K.C 7.U.V 7.6.T	1.6 3.0 1.0	go*3/³	0	602	602	g o *3/³
846	86_mountain	mountain	Qiandui	Quiandui Hlai	vo3	vo3	v o *3/³	hlai1239	639	18.91	110.04		3 7 8	AXT	BU6	6	6.B.C 6.U.V 6.6.T	1.6 3.0 1.0	vo*3/³	0	601	601	v o *3/³
847	86_mountain	mountain	Baocheng	Baocheng Hlai	hɔ3	hɔ3	h ɔ *3/³	hlai1239	639	18.64	109.70		3 7 8	AXT	HU6	2	2.H.C 2.U.V 2.6.T	1.6 3.0 1.0	hɔ*3/³	0	600	600	h - ɔ *3/³
848	86_mountain	mountain	Gelong	Gelong	ŋau3	ŋau3	ŋ au *3/³		639	19.10	108.65		4 7 8	AXT	NA6	4	4.N.C 4.A.V 4.6.T	1.6 3.0 1.0	ŋau*3/³	0	599	599	ŋ au *3/³
408	42_mouth	mouth	Xifang	Xifang Hlai	pom3	pom3	p o m *3/³	hlai1239	674	19.30	109.24		1 7 4 8	AXLT	PUM6	8	8.P.C 8.U.V 8.M.c 8.6.T	1.6 3.0 1.1 1.0	pom*3/³	0	610	610	p o m *3/³
409	42_mouth	mouth	Baisha	Baisha Hlai	pom3	pom3	p o m *3/³	hlai1239	674	18.65	108.72		1 7 4 8	AXLT	PUM6	1	1.P.C 1.U.V 1.M.c 1.6.T	1.6 3.0 1.1 1.0	pom*3/³	0	610	610	p o m *3/³
410	42_mouth	mouth	Yuanmen	Yuanmen Hlai	pom6	pom6	p o m *6/⁵¹	hlai1239	674	19.11	109.54		1 7 4 8	AXLT	PUM3	9	9.P.C 9.U.V 9.M.c 9.3.T	1.6 3.0 1.1 1.0	pom*6/⁵¹	0	610	610	p o m *6/⁵¹
411	42_mouth	mouth	Heitu	Heitu Hlai	mom3	mom3	m o m *3/³	hlai1239	674	19.51	108.94		4 7 4 8	AXLT	MUM6	5	5.M.C 5.U.V 5.M.c 5.6.T	1.6 3.0 1.1 1.0	mom*3/³	0	610	610	m o m *3/³
412	42_mouth	mouth	Baoding	Baoding Hlai	pom3	pom3	p o m *3/³	hlai1239	674	18.77	110.45		1 7 4 8	AXLT	PUM6	3	3.P.C 3.U.V 3.M.c 3.6.T	1.6 3.0 1.1 1.0	pom*3/³	0	610	610	p o m *3/³
413	42_mouth	mouth	Zhongsha	Zhongsha Hlai	pam3	pam3	p a m *3/³	hlai1239	674	15.83	114.33		1 7 4 8	AXLT	PAM6	10	10.P.C 10.A.V 10.M.c 10.6.T	1.6 3.0 1.1 1.0	pam*3/³	0	610	610	p a m *3/³
414	42_mouth	mouth	Tongzha	Tongzha Hlai	pam6	pam6	p a m *6/⁵¹	hlai1239	674	18.88	109.67		1 7 4 8	AXLT	PAM3	7	7.P.C 7.A.V 7.M.c 7.3.T	1.6 3.0 1.1 1.0	pam*6/⁵¹	0	610	610	p a m *6/⁵¹
415	42_mouth	mouth	Qiandui	Quiandui Hlai	pham6	pham6	pʰ a m *6/⁵¹	hlai1239	674	18.91	110.04		1 7 4 8	AXLT	PAM3	6	6.P.C 6.A.V 6.M.c 6.3.T	1.6 3.0 1.1 1.0	pʰam*6/⁵¹	0	610	610	pʰ a m *6/⁵¹
416	42_mouth	mouth	Baocheng	Baocheng Hlai	pam6	pam6	p a m *6/⁵¹	hlai1239	674	18.64	109.70		1 7 4 8	AXLT	PAM3	2	2.P.C 2.A.V 2.M.c 2.3.T	1.6 3.0 1.1 1.0	pam*6/⁵¹	0	610	610	p a m *6/⁵¹
417	42_mouth	mouth	Gelong	Gelong	boŋ4	boŋ4	b o ŋ *4/⁴		674	19.10	108.65		1 7 4 8	AXLT	PUN6	4	4.P.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	boŋ*4/⁴	0	610	611	b o ŋ *4/⁴
989	100_name	name	Xifang	Xifang Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	19.30	109.24		1 7 4 8	AXLT	PEN6	8	8.P.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
990	100_name	name	Baisha	Baisha Hlai	phiaŋ1	phiaŋ1	pʰ i/j a ŋ *1/¹	hlai1239	1405	18.65	108.72		1 6 7 4 8	ACXLT	PJAN6	1	1.P.C 1.J.C 1.A.V 1.N.c 1.6.T	1.6 1.2 3.0 1.1 1.0	pʰi/jaŋ*1/¹	0	621	621	pʰ i/j a ŋ *1/¹
991	100_name	name	Yuanmen	Yuanmen Hlai	phiaŋ1	phiaŋ1	pʰ i/j a ŋ *1/¹	hlai1239	1405	19.11	109.54		1 6 7 4 8	ACXLT	PJAN6	9	9.P.C 9.J.C 9.A.V 9.N.c 9.6.T	1.6 1.2 3.0 1.1 1.0	pʰi/jaŋ*1/¹	0	621	621	pʰ i/j a ŋ *1/¹
992	100_name	name	Heitu	Heitu Hlai	pha:ŋ1	pha:ŋ1	pʰ aː ŋ *1/¹	hlai1239	1405	19.51	108.94		1 7 4 8	AXLT	PAN6	5	5.P.C 5.A.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	pʰaːŋ*1/¹	0	621	621	pʰ - aː ŋ *1/¹
993	100_name	name	Baoding	Baoding Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	18.77	110.45		1 7 4 8	AXLT	PEN6	3	3.P.C 3.E.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
994	100_name	name	Zhongsha	Zhongsha Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	15.83	114.33		1 7 4 8	AXLT	PEN6	10	10.P.C 10.E.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
995	100_name	name	Tongzha	Tongzha Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	18.88	109.67		1 7 4 8	AXLT	PEN6	7	7.P.C 7.E.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
996	100_name	name	Qiandui	Quiandui Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	18.91	110.04		1 7 4 8	AXLT	PEN6	6	6.P.C 6.E.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
997	100_name	name	Baocheng	Baocheng Hlai	phe:ŋ1	phe:ŋ1	pʰ eː ŋ *1/¹	hlai1239	1405	18.64	109.70		1 7 4 8	AXLT	PEN6	2	2.P.C 2.E.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	pʰeːŋ*1/¹	0	621	621	pʰ - eː ŋ *1/¹
998	100_name	name	Gelong	Gelong	phɛŋ1	phɛŋ1	pʰ ɛ ŋ *1/¹		1405	19.10	108.65		1 7 4 8	AXLT	PEN6	4	4.P.C 4.E.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	pʰɛŋ*1/¹	0	621	621	pʰ - ɛ ŋ *1/¹
489	50_neck	neck	Xifang	Xifang Hlai	zɔŋ3	zɔŋ3	z ɔ ŋ *3/³	hlai1239	1333	19.30	109.24		3 7 4 8	AXLT	SUN6	8	8.S.C 8.U.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	zɔŋ*3/³	0	632	632	z ɔ ŋ *3/³
490	50_neck	neck	Baisha	Baisha Hlai	zɔŋ3	zɔŋ3	z ɔ ŋ *3/³	hlai1239	1333	18.65	108.72		3 7 4 8	AXLT	SUN6	1	1.S.C 1.U.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	zɔŋ*3/³	0	632	632	z ɔ ŋ *3/³
491	50_neck	neck	Yuanmen	Yuanmen Hlai	tsɔŋ3	tsɔŋ3	ts ɔ ŋ *3/³	hlai1239	1333	19.11	109.54		2 7 4 8	AXLT	CUN6	9	9.C.C 9.U.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	tsɔŋ*3/³	0	632	632	ts ɔ ŋ *3/³
492	50_neck	neck	Heitu	Heitu Hlai	zoŋ3	zoŋ3	z o ŋ *3/³	hlai1239	1333	19.51	108.94		3 7 4 8	AXLT	SUN6	5	5.S.C 5.U.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	zoŋ*3/³	0	632	632	z o ŋ *3/³
493	50_neck	neck	Baoding	Baoding Hlai	zoŋ3	zoŋ3	z o ŋ *3/³	hlai1239	1333	18.77	110.45		3 7 4 8	AXLT	SUN6	3	3.S.C 3.U.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	zoŋ*3/³	0	632	632	z o ŋ *3/³
494	50_neck	neck	Zhongsha	Zhongsha Hlai	zuŋ3	zuŋ3	z u ŋ *3/³	hlai1239	1333	15.83	114.33		3 7 4 8	AXLT	SYN6	10	10.S.C 10.Y.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	zuŋ*3/³	0	632	632	z u ŋ *3/³
495	50_neck	neck	Tongzha	Tongzha Hlai	ɬoŋ6	ɬoŋ6	ɬ o ŋ *6/⁵¹	hlai1239	1333	18.88	109.67		5 7 4 8	AXLT	LUN3	7	7.L.C 7.U.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	ɬoŋ*6/⁵¹	0	632	632	ɬ o ŋ *6/⁵¹
496	50_neck	neck	Qiandui	Quiandui Hlai	ɬoŋ6	ɬoŋ6	ɬ o ŋ *6/⁵¹	hlai1239	1333	18.91	110.04		5 7 4 8	AXLT	LUN3	6	6.L.C 6.U.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	ɬoŋ*6/⁵¹	0	632	632	ɬ o ŋ *6/⁵¹
497	50_neck	neck	Baocheng	Baocheng Hlai	ɬɔŋ6	ɬɔŋ6	ɬ ɔ ŋ *6/⁵¹	hlai1239	1333	18.64	109.70		5 7 4 8	AXLT	LUN3	2	2.L.C 2.U.V 2.N.c 2.3.T	1.6 3.0 1.1 1.0	ɬɔŋ*6/⁵¹	0	632	632	ɬ ɔ ŋ *6/⁵¹
498	50_neck	neck	Gelong	Gelong	lɔŋ4	lɔŋ4	l ɔ ŋ *4/⁴		1333	19.10	108.65		5 7 4 8	AXLT	LUN6	4	4.L.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	lɔŋ*4/⁴	0	632	632	l ɔ ŋ *4/⁴
949	96_new	new	Xifang	Xifang Hlai	pa:ŋ1	pa:ŋ1	p aː ŋ *1/¹	hlai1239	1231	19.30	109.24		1 7 4 8	AXLT	PAN6	8	8.P.C 8.A.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	paːŋ*1/¹	0	644	644	p aː ŋ *1/¹
950	96_new	new	Baisha	Baisha Hlai	no3	no3	n o *3/³	hlai1239	1231	18.65	108.72		4 7 8	AXT	NU6	1	1.N.C 1.U.V 1.6.T	1.6 3.0 1.0	no*3/³	0	643	643	n o *3/³
951	96_new	new	Yuanmen	Yuanmen Hlai	no6	no6	n o *6/⁵¹	hlai1239	1231	19.11	109.54		4 7 8	AXT	NU3	9	9.N.C 9.U.V 9.3.T	1.6 3.0 1.0	no*6/⁵¹	0	643	643	n o *6/⁵¹
952	96_new	new	Heitu	Heitu Hlai	ma:n1	ma:n1	m aː n *1/¹	hlai1239	1231	19.51	108.94		4 7 4 8	AXLT	MAN6	5	5.M.C 5.A.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	maːn*1/¹	0	644	644	m aː n *1/¹
953	96_new	new	Baoding	Baoding Hlai	pa:n1	pa:n1	p aː n *1/¹	hlai1239	1231	18.77	110.45		1 7 4 8	AXLT	PAN6	3	3.P.C 3.A.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	paːn*1/¹	0	644	644	p aː n *1/¹
954	96_new	new	Zhongsha	Zhongsha Hlai	pa:n1	pa:n1	p aː n *1/¹	hlai1239	1231	15.83	114.33		1 7 4 8	AXLT	PAN6	10	10.P.C 10.A.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	paːn*1/¹	0	644	644	p aː n *1/¹
955	96_new	new	Tongzha	Tongzha Hlai	no3	no3	n o *3/³	hlai1239	1231	18.88	109.67		4 7 8	AXT	NU6	7	7.N.C 7.U.V 7.6.T	1.6 3.0 1.0	no*3/³	0	643	643	n o *3/³
956	96_new	new	Qiandui	Quiandui Hlai	no6	no6	n o *6/⁵¹	hlai1239	1231	18.91	110.04		4 7 8	AXT	NU3	6	6.N.C 6.U.V 6.3.T	1.6 3.0 1.0	no*6/⁵¹	0	643	643	n o *6/⁵¹
957	96_new	new	Baocheng	Baocheng Hlai	nɔ3	nɔ3	n ɔ *3/³	hlai1239	1231	18.64	109.70		4 7 8	AXT	NU6	2	2.N.C 2.U.V 2.6.T	1.6 3.0 1.0	nɔ*3/³	0	643	643	n ɔ *3/³
958	96_new	new	Gelong	Gelong	bɔn4	bɔn4	b ɔ n *4/⁴		1231	19.10	108.65		1 7 4 8	AXLT	PUN6	4	4.P.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	bɔn*4/⁴	0	644	644	b ɔ n *4/⁴
899	92_night	night	Xifang	Xifang Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	19.30	109.24		2 7 1 8	AXLT	CAP3	8	8.C.C 8.A.V 8.P.c 8.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
900	92_night	night	Baisha	Baisha Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	18.65	108.72		2 7 1 8	AXLT	CAP3	1	1.C.C 1.A.V 1.P.c 1.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
901	92_night	night	Yuanmen	Yuanmen Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	19.11	109.54		2 7 1 8	AXLT	CAP3	9	9.C.C 9.A.V 9.P.c 9.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
902	92_night	night	Heitu	Heitu Hlai	tshop7	tshop7	tsʰ o p *7/⁵²	hlai1239	1233	19.51	108.94		2 7 1 8	AXLT	CUP3	5	5.C.C 5.U.V 5.P.c 5.3.T	1.6 3.0 1.1 1.0	tsʰop*7/⁵²	0	654	654	tsʰ o p *7/⁵²
903	92_night	night	Baoding	Baoding Hlai	tshop7	tshop7	tsʰ o p *7/⁵²	hlai1239	1233	18.77	110.45		2 7 1 8	AXLT	CUP3	3	3.C.C 3.U.V 3.P.c 3.3.T	1.6 3.0 1.1 1.0	tsʰop*7/⁵²	0	654	654	tsʰ o p *7/⁵²
904	92_night	night	Zhongsha	Zhongsha Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	15.83	114.33		2 7 1 8	AXLT	CAP3	10	10.C.C 10.A.V 10.P.c 10.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
905	92_night	night	Tongzha	Tongzha Hlai	tshop7	tshop7	tsʰ o p *7/⁵²	hlai1239	1233	18.88	109.67		2 7 1 8	AXLT	CUP3	7	7.C.C 7.U.V 7.P.c 7.3.T	1.6 3.0 1.1 1.0	tsʰop*7/⁵²	0	654	654	tsʰ o p *7/⁵²
906	92_night	night	Qiandui	Quiandui Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	18.91	110.04		2 7 1 8	AXLT	CAP3	6	6.C.C 6.A.V 6.P.c 6.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
907	92_night	night	Baocheng	Baocheng Hlai	tshap7	tshap7	tsʰ a p *7/⁵²	hlai1239	1233	18.64	109.70		2 7 1 8	AXLT	CAP3	2	2.C.C 2.A.V 2.P.c 2.3.T	1.6 3.0 1.1 1.0	tsʰap*7/⁵²	0	654	654	tsʰ a p *7/⁵²
908	92_night	night	Gelong	Gelong	tshap2	tshap2	tsʰ a p *2/²		1233	19.10	108.65		2 7 1 8	AXLT	CAP6	4	4.C.C 4.A.V 4.P.c 4.6.T	1.6 3.0 1.1 1.0	tsʰap*2/²	0	654	654	tsʰ a p *2/²
398	41_nose	nose	Xifang	Xifang Hlai	khak7	khak7	kʰ a k *7/⁵²	hlai1239	1221	19.30	109.24		1 7 1 8	AXLT	KAK3	8	8.K.C 8.A.V 8.K.c 8.3.T	1.6 3.0 1.1 1.0	kʰak*7/⁵²	0	665	665	kʰ a k *7/⁵²
399	41_nose	nose	Baisha	Baisha Hlai	khak7	khak7	kʰ a k *7/⁵²	hlai1239	1221	18.65	108.72		1 7 1 8	AXLT	KAK3	1	1.K.C 1.A.V 1.K.c 1.3.T	1.6 3.0 1.1 1.0	kʰak*7/⁵²	0	665	665	kʰ a k *7/⁵²
400	41_nose	nose	Yuanmen	Yuanmen Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	19.11	109.54		1 7 1 8	AXLT	KAT3	9	9.K.C 9.A.V 9.T.c 9.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
401	41_nose	nose	Heitu	Heitu Hlai	khet7	khet7	kʰ e t *7/⁵²	hlai1239	1221	19.51	108.94		1 7 1 8	AXLT	KET3	5	5.K.C 5.E.V 5.T.c 5.3.T	1.6 3.0 1.1 1.0	kʰet*7/⁵²	0	665	666	kʰ e t *7/⁵²
402	41_nose	nose	Baoding	Baoding Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	18.77	110.45		1 7 1 8	AXLT	KAT3	3	3.K.C 3.A.V 3.T.c 3.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
403	41_nose	nose	Zhongsha	Zhongsha Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	15.83	114.33		1 7 1 8	AXLT	KAT3	10	10.K.C 10.A.V 10.T.c 10.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
404	41_nose	nose	Tongzha	Tongzha Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	18.88	109.67		1 7 1 8	AXLT	KAT3	7	7.K.C 7.A.V 7.T.c 7.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
405	41_nose	nose	Qiandui	Quiandui Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	18.91	110.04		1 7 1 8	AXLT	KAT3	6	6.K.C 6.A.V 6.T.c 6.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
406	41_nose	nose	Baocheng	Baocheng Hlai	khat7	khat7	kʰ a t *7/⁵²	hlai1239	1221	18.64	109.70		1 7 1 8	AXLT	KAT3	2	2.K.C 2.A.V 2.T.c 2.3.T	1.6 3.0 1.1 1.0	kʰat*7/⁵²	0	665	666	kʰ a t *7/⁵²
407	41_nose	nose	Gelong	Gelong	khat2	khat2	kʰ a t *2/²		1221	19.10	108.65		1 7 1 8	AXLT	KAT6	4	4.K.C 4.A.V 4.T.c 4.6.T	1.6 3.0 1.1 1.0	kʰat*2/²	0	665	666	kʰ a t *2/²
73	8_not	not	Xifang	Xifang Hlai	ɣan3	ɣan3	ɣ a n *3/³	hlai1239	1240	19.30	109.24		3 7 4 8	AXLT	GAN6	8	8.G.C 8.A.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ɣan*3/³	0	679	676	ɣ a n *3/³
74	8_not	not	Baisha	Baisha Hlai	van3	van3	v a n *3/³	hlai1239	1240	18.65	108.72		3 7 4 8	AXLT	BAN6	1	1.B.C 1.A.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	van*3/³	0	676	676	v a n *3/³
