ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	LEXSTATIDS	ALIGNMENT
392	40_eye	eye	Zhongsha	Zhongsha Hlai	tsha1	tsha1	tsʰ a *1/¹	hlai1239	1248	15.83	114.33		2 7 8	AXT	CA6	10	10.C.C 10.A.V 10.6.T	1.6 3.0 1.0	tsʰa*1/¹	0	276	276	tsʰ a - *1/¹
393	40_eye	eye	Tongzha	Tongzha Hlai	tsha1	tsha1	tsʰ a *1/¹	hlai1239	1248	18.88	109.67		2 7 8	AXT	CA6	7	7.C.C 7.A.V 7.6.T	1.6 3.0 1.0	tsʰa*1/¹	0	276	276	tsʰ a - *1/¹
394	40_eye	eye	Qiandui	Quiandui Hlai	tsha1	tsha1	tsʰ a *1/¹	hlai1239	1248	18.91	110.04		2 7 8	AXT	CA6	6	6.C.C 6.A.V 6.6.T	1.6 3.0 1.0	tsʰa*1/¹	0	276	276	tsʰ a - *1/¹
395	40_eye	eye	Baocheng	Baocheng Hlai	tsha1	tsha1	tsʰ a *1/¹	hlai1239	1248	18.64	109.70		2 7 8	AXT	CA6	2	2.C.C 2.A.V 2.6.T	1.6 3.0 1.0	tsʰa*1/¹	0	276	276	tsʰ a - *1/¹
396	40_eye	eye	Gelong	Gelong	khan5 // hɔ1	khan5	kʰ a n *5/⁵		1248	19.10	108.65		1 7 4 8	AXLT	KAN6	4	4.K.C 4.A.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	kʰan*5/⁵	0	276	277	kʰ a n *5/⁵
397	40_eye	eye	Gelong	Gelong	khan5 // hɔ1	hɔ1	h ɔ *1/¹		1248	19.10	108.65		3 7 8	AXT	HU6	4	4.H.C 4.U.V 4.6.T	1.6 3.0 1.0	hɔ*1/¹	0	277	278	h ɔ *1/¹
345	36_feather	feather	Xifang	Xifang Hlai	ŋoŋ1	ŋoŋ1	ŋ o ŋ *1/¹	hlai1239	1201	19.30	109.24		4 7 4 8	AXLT	NUN6	8	8.N.C 8.U.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ŋoŋ*1/¹	0	288	288	ŋ o ŋ *1/¹
346	36_feather	feather	Baisha	Baisha Hlai	ŋoŋ1	ŋoŋ1	ŋ o ŋ *1/¹	hlai1239	1201	18.65	108.72		4 7 4 8	AXLT	NUN6	1	1.N.C 1.U.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ŋoŋ*1/¹	0	288	288	ŋ o ŋ *1/¹
347	36_feather	feather	Yuanmen	Yuanmen Hlai	ɱən4	ɱən4	ɱ ə n *4/⁴	hlai1239	1201	19.11	109.54		4 7 4 8	AXLT	MEN6	9	9.M.C 9.E.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	ɱən*4/⁴	0	288	288	ɱ ə n *4/⁴
348	36_feather	feather	Heitu	Heitu Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	19.51	108.94		3 7 4 8	AXLT	HYN6	5	5.H.C 5.Y.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
349	36_feather	feather	Baoding	Baoding Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	18.77	110.45		3 7 4 8	AXLT	HYN6	3	3.H.C 3.Y.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
350	36_feather	feather	Zhongsha	Zhongsha Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	15.83	114.33		3 7 4 8	AXLT	HYN6	10	10.H.C 10.Y.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
351	36_feather	feather	Tongzha	Tongzha Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	18.88	109.67		3 7 4 8	AXLT	HYN6	7	7.H.C 7.Y.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
352	36_feather	feather	Qiandui	Quiandui Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	18.91	110.04		3 7 4 8	AXLT	HYN6	6	6.H.C 6.Y.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
353	36_feather	feather	Baocheng	Baocheng Hlai	hun1	hun1	h u n *1/¹	hlai1239	1201	18.64	109.70		3 7 4 8	AXLT	HYN6	2	2.H.C 2.Y.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	hun*1/¹	0	288	288	h u n *1/¹
354	36_feather	feather	Gelong	Gelong	ŋən1	ŋən1	ŋ ə n *1/¹		1201	19.10	108.65		4 7 4 8	AXLT	NEN6	4	4.N.C 4.E.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	ŋən*1/¹	0	288	288	ŋ ə n *1/¹
808	82_fire	fire	Xifang	Xifang Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	19.30	109.24		3 7 8	AXT	BE6	8	8.B.C 8.E.V 8.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
809	82_fire	fire	Baisha	Baisha Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	18.65	108.72		3 7 8	AXT	BE6	1	1.B.C 1.E.V 1.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
810	82_fire	fire	Yuanmen	Yuanmen Hlai	fhei1	fhei1	fʰ ei *1/¹	hlai1239	221	19.11	109.54		3 7 8	AXT	BE6	9	9.B.C 9.E.V 9.6.T	1.6 3.0 1.0	fʰei*1/¹	1	299	299	fʰ ei *1/¹
811	82_fire	fire	Heitu	Heitu Hlai	pei1	pei1	p ei *1/¹	hlai1239	221	19.51	108.94		1 7 8	AXT	PE6	5	5.P.C 5.E.V 5.6.T	1.6 3.0 1.0	pei*1/¹	1	299	299	p ei *1/¹
812	82_fire	fire	Baoding	Baoding Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	18.77	110.45		3 7 8	AXT	BE6	3	3.B.C 3.E.V 3.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
813	82_fire	fire	Zhongsha	Zhongsha Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	15.83	114.33		3 7 8	AXT	BE6	10	10.B.C 10.E.V 10.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
814	82_fire	fire	Tongzha	Tongzha Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	18.88	109.67		3 7 8	AXT	BE6	7	7.B.C 7.E.V 7.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
815	82_fire	fire	Qiandui	Quiandui Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	18.91	110.04		3 7 8	AXT	BE6	6	6.B.C 6.E.V 6.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
816	82_fire	fire	Baocheng	Baocheng Hlai	fei1	fei1	f ei *1/¹	hlai1239	221	18.64	109.70		3 7 8	AXT	BE6	2	2.B.C 2.E.V 2.6.T	1.6 3.0 1.0	fei*1/¹	1	299	299	f ei *1/¹
817	82_fire	fire	Gelong	Gelong	fo1	fo1	f o *1/¹		221	19.10	108.65		3 7 8	AXT	BU6	4	4.B.C 4.U.V 4.6.T	1.6 3.0 1.0	fo*1/¹	0	299	299	f o *1/¹
184	19_fish	fish	Xifang	Xifang Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	19.30	109.24		5 7 8	AXT	LA6	8	8.L.C 8.A.V 8.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
185	19_fish	fish	Baisha	Baisha Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	18.65	108.72		5 7 8	AXT	LA6	1	1.L.C 1.A.V 1.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
186	19_fish	fish	Yuanmen	Yuanmen Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	19.11	109.54		5 7 8	AXT	LA6	9	9.L.C 9.A.V 9.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
187	19_fish	fish	Heitu	Heitu Hlai	da1	da1	d a *1/¹	hlai1239	227	19.51	108.94		1 7 8	AXT	TA6	5	5.T.C 5.A.V 5.6.T	1.6 3.0 1.0	da*1/¹	0	312	310	d a *1/¹
188	19_fish	fish	Baoding	Baoding Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	18.77	110.45		5 7 8	AXT	LA6	3	3.L.C 3.A.V 3.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
189	19_fish	fish	Zhongsha	Zhongsha Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	15.83	114.33		5 7 8	AXT	LA6	10	10.L.C 10.A.V 10.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
190	19_fish	fish	Tongzha	Tongzha Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	18.88	109.67		5 7 8	AXT	LA6	7	7.L.C 7.A.V 7.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
191	19_fish	fish	Qiandui	Quiandui Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	18.91	110.04		5 7 8	AXT	LA6	6	6.L.C 6.A.V 6.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
192	19_fish	fish	Baocheng	Baocheng Hlai	ɬa1	ɬa1	ɬ a *1/¹	hlai1239	227	18.64	109.70		5 7 8	AXT	LA6	2	2.L.C 2.A.V 2.6.T	1.6 3.0 1.0	ɬa*1/¹	0	310	310	ɬ a *1/¹
193	19_fish	fish	Gelong	Gelong	ŋɔi1	ŋɔi1	ŋ ɔi *1/¹		227	19.10	108.65		4 7 8	AXT	NU6	4	4.N.C 4.U.V 4.6.T	1.6 3.0 1.0	ŋɔi*1/¹	0	311	311	ŋ ɔi *1/¹
274	29_flesh	flesh	Xifang	Xifang Hlai	xam3	xam3	x a m *3/³	hlai1239	2615	19.30	109.24		3 7 4 8	AXLT	GAM6	8	8.G.C 8.A.V 8.M.c 8.6.T	1.6 3.0 1.1 1.0	xam*3/³	0	321	321	x a m *3/³
275	29_flesh	flesh	Baisha	Baisha Hlai	xam3	xam3	x a m *3/³	hlai1239	2615	18.65	108.72		3 7 4 8	AXLT	GAM6	1	1.G.C 1.A.V 1.M.c 1.6.T	1.6 3.0 1.1 1.0	xam*3/³	0	321	321	x a m *3/³
276	29_flesh	flesh	Yuanmen	Yuanmen Hlai	kham3	kham3	kʰ a m *3/³	hlai1239	2615	19.11	109.54		1 7 4 8	AXLT	KAM6	9	9.K.C 9.A.V 9.M.c 9.6.T	1.6 3.0 1.1 1.0	kʰam*3/³	0	321	321	kʰ a m *3/³
277	29_flesh	flesh	Heitu	Heitu Hlai	mam2	mam2	m a m *2/²	hlai1239	2615	19.51	108.94		4 7 4 8	AXLT	MAM6	5	5.M.C 5.A.V 5.M.c 5.6.T	1.6 3.0 1.1 1.0	mam*2/²	0	322	321	m a m *2/²
278	29_flesh	flesh	Baoding	Baoding Hlai	gom3	gom3	g o m *3/³	hlai1239	2615	18.77	110.45		1 7 4 8	AXLT	KUM6	3	3.K.C 3.U.V 3.M.c 3.6.T	1.6 3.0 1.1 1.0	gom*3/³	0	321	321	g o m *3/³
279	29_flesh	flesh	Zhongsha	Zhongsha Hlai	gam3	gam3	g a m *3/³	hlai1239	2615	15.83	114.33		1 7 4 8	AXLT	KAM6	10	10.K.C 10.A.V 10.M.c 10.6.T	1.6 3.0 1.1 1.0	gam*3/³	0	321	321	g a m *3/³
280	29_flesh	flesh	Tongzha	Tongzha Hlai	gam6	gam6	g a m *6/⁵¹	hlai1239	2615	18.88	109.67		1 7 4 8	AXLT	KAM3	7	7.K.C 7.A.V 7.M.c 7.3.T	1.6 3.0 1.1 1.0	gam*6/⁵¹	0	321	321	g a m *6/⁵¹
281	29_flesh	flesh	Qiandui	Quiandui Hlai	ham6	ham6	h a m *6/⁵¹	hlai1239	2615	18.91	110.04		3 7 4 8	AXLT	HAM3	6	6.H.C 6.A.V 6.M.c 6.3.T	1.6 3.0 1.1 1.0	ham*6/⁵¹	0	321	321	h a m *6/⁵¹
282	29_flesh	flesh	Baocheng	Baocheng Hlai	ham6	ham6	h a m *6/⁵¹	hlai1239	2615	18.64	109.70		3 7 4 8	AXLT	HAM3	2	2.H.C 2.A.V 2.M.c 2.3.T	1.6 3.0 1.1 1.0	ham*6/⁵¹	0	321	321	h a m *6/⁵¹
283	29_flesh	flesh	Gelong	Gelong	muŋ1 // tθɯək2 // khai1	muŋ1	m u ŋ *1/¹		2615	19.10	108.65		4 7 4 8	AXLT	MYN6	4	4.M.C 4.Y.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	muŋ*1/¹	0	322	322	m u ŋ *1/¹
284	29_flesh	flesh	Gelong	Gelong	muŋ1 // tθɯək2 // khai1	tθɯək2	tθ ɯ ə k *2/²		2615	19.10	108.65		1 7 7 1 8	AXYLT	TIEK6	4	4.T.C 4.I.V 4.E.V 4.K.c 4.6.T	1.6 3.0 3.0 1.1 1.0	tθɯək*2/²	0	323	323	tθ ɯ ə k *2/²
285	29_flesh	flesh	Gelong	Gelong	muŋ1 // tθɯək2 // khai1	khai1	kʰ ai *1/¹		2615	19.10	108.65		1 7 8	AXT	KA6	4	4.K.C 4.A.V 4.6.T	1.6 3.0 1.0	kʰai*1/¹	0	321	324	kʰ ai - *1/¹
626	64_fly	fly	Xifang	Xifang Hlai	ben1	ben1	b e n *1/¹	hlai1239	1441	19.30	109.24		1 7 4 8	AXLT	PEN6	8	8.P.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
627	64_fly	fly	Baisha	Baisha Hlai	ben1	ben1	b e n *1/¹	hlai1239	1441	18.65	108.72		1 7 4 8	AXLT	PEN6	1	1.P.C 1.E.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
628	64_fly	fly	Yuanmen	Yuanmen Hlai	ben1	ben1	b e n *1/¹	hlai1239	1441	19.11	109.54		1 7 4 8	AXLT	PEN6	9	9.P.C 9.E.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
629	64_fly	fly	Heitu	Heitu Hlai	bin1	bin1	b i n *1/¹	hlai1239	1441	19.51	108.94		1 7 4 8	AXLT	PIN6	5	5.P.C 5.I.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	bin*1/¹	0	334	334	b i n *1/¹
630	64_fly	fly	Baoding	Baoding Hlai	beȵ1	beȵ1	b e ȵ *1/¹	hlai1239	1441	18.77	110.45		1 7 4 8	AXLT	PEN6	3	3.P.C 3.E.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	beȵ*1/¹	0	334	334	b e ȵ *1/¹
631	64_fly	fly	Zhongsha	Zhongsha Hlai	bin1	bin1	b i n *1/¹	hlai1239	1441	15.83	114.33		1 7 4 8	AXLT	PIN6	10	10.P.C 10.I.V 10.N.c 10.6.T	1.6 3.0 1.1 1.0	bin*1/¹	0	334	334	b i n *1/¹
632	64_fly	fly	Tongzha	Tongzha Hlai	ben1	ben1	b e n *1/¹	hlai1239	1441	18.88	109.67		1 7 4 8	AXLT	PEN6	7	7.P.C 7.E.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
633	64_fly	fly	Qiandui	Quiandui Hlai	ben1	ben1	b e n *1/¹	hlai1239	1441	18.91	110.04		1 7 4 8	AXLT	PEN6	6	6.P.C 6.E.V 6.N.c 6.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
634	64_fly	fly	Baocheng	Baocheng Hlai	bin1	bin1	b i n *1/¹	hlai1239	1441	18.64	109.70		1 7 4 8	AXLT	PIN6	2	2.P.C 2.I.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	bin*1/¹	0	334	334	b i n *1/¹
635	64_fly	fly	Gelong	Gelong	ben1	ben1	b e n *1/¹		1441	19.10	108.65		1 7 4 8	AXLT	PEN6	4	4.P.C 4.E.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	ben*1/¹	0	334	334	b e n *1/¹
448	46_foot	foot	Xifang	Xifang Hlai	khɔk7	khɔk7	kʰ ɔ k *7/⁵²	hlai1239	1301	19.30	109.24		1 7 1 8	AXLT	KUK3	8	8.K.C 8.U.V 8.K.c 8.3.T	1.6 3.0 1.1 1.0	kʰɔk*7/⁵²	0	345	345	kʰ ɔ k *7/⁵²
449	46_foot	foot	Baisha	Baisha Hlai	khɔk8	khɔk8	kʰ ɔ k *8/⁵³	hlai1239	1301	18.65	108.72		1 7 1 8	AXLT	KUK3	1	1.K.C 1.U.V 1.K.c 1.3.T	1.6 3.0 1.1 1.0	kʰɔk*8/⁵³	0	345	345	kʰ ɔ k *8/⁵³
450	46_foot	foot	Yuanmen	Yuanmen Hlai	khɔk7	khɔk7	kʰ ɔ k *7/⁵²	hlai1239	1301	19.11	109.54		1 7 1 8	AXLT	KUK3	9	9.K.C 9.U.V 9.K.c 9.3.T	1.6 3.0 1.1 1.0	kʰɔk*7/⁵²	0	345	345	kʰ ɔ k *7/⁵²
451	46_foot	foot	Heitu	Heitu Hlai	khok7	khok7	kʰ o k *7/⁵²	hlai1239	1301	19.51	108.94		1 7 1 8	AXLT	KUK3	5	5.K.C 5.U.V 5.K.c 5.3.T	1.6 3.0 1.1 1.0	kʰok*7/⁵²	0	345	345	kʰ o k *7/⁵²
452	46_foot	foot	Baoding	Baoding Hlai	khok7	khok7	kʰ o k *7/⁵²	hlai1239	1301	18.77	110.45		1 7 1 8	AXLT	KUK3	3	3.K.C 3.U.V 3.K.c 3.3.T	1.6 3.0 1.1 1.0	kʰok*7/⁵²	0	345	345	kʰ o k *7/⁵²
453	46_foot	foot	Zhongsha	Zhongsha Hlai	khuk7	khuk7	kʰ u k *7/⁵²	hlai1239	1301	15.83	114.33		1 7 1 8	AXLT	KYK3	10	10.K.C 10.Y.V 10.K.c 10.3.T	1.6 3.0 1.1 1.0	kʰuk*7/⁵²	0	345	345	kʰ u k *7/⁵²
454	46_foot	foot	Tongzha	Tongzha Hlai	khok7	khok7	kʰ o k *7/⁵²	hlai1239	1301	18.88	109.67		1 7 1 8	AXLT	KUK3	7	7.K.C 7.U.V 7.K.c 7.3.T	1.6 3.0 1.1 1.0	kʰok*7/⁵²	0	345	345	kʰ o k *7/⁵²
455	46_foot	foot	Qiandui	Quiandui Hlai	khoɁ7	khoɁ7	kʰ o ʔ *7/⁵²	hlai1239	1301	18.91	110.04		1 7 1 8	AXLT	KUH3	6	6.K.C 6.U.V 6.H.c 6.3.T	1.6 3.0 1.1 1.0	kʰoʔ*7/⁵²	0	345	345	kʰ o ʔ *7/⁵²
456	46_foot	foot	Baocheng	Baocheng Hlai	khɔk7	khɔk7	kʰ ɔ k *7/⁵²	hlai1239	1301	18.64	109.70		1 7 1 8	AXLT	KUK3	2	2.K.C 2.U.V 2.K.c 2.3.T	1.6 3.0 1.1 1.0	kʰɔk*7/⁵²	0	345	345	kʰ ɔ k *7/⁵²
457	46_foot	foot	Gelong	Gelong	khok2	khok2	kʰ o k *2/²		1301	19.10	108.65		1 7 1 8	AXLT	KUK6	4	4.K.C 4.U.V 4.K.c 4.6.T	1.6 3.0 1.1 1.0	kʰok*2/²	0	345	345	kʰ o k *2/²
939	95_full	full	Xifang	Xifang Hlai	thik8	thik8	tʰ i k *8/⁵³	hlai1239	1429	19.30	109.24		1 7 1 8	AXLT	TIK3	8	8.T.C 8.I.V 8.K.c 8.3.T	1.6 3.0 1.1 1.0	tʰik*8/⁵³	0	356	356	tʰ - i k *8/⁵³
940	95_full	full	Baisha	Baisha Hlai	thi:Ɂ8	thi:Ɂ8	tʰ iː ʔ *8/⁵³	hlai1239	1429	18.65	108.72		1 7 1 8	AXLT	TIH3	1	1.T.C 1.I.V 1.H.c 1.3.T	1.6 3.0 1.1 1.0	tʰiːʔ*8/⁵³	0	356	356	tʰ - iː ʔ *8/⁵³
941	95_full	full	Yuanmen	Yuanmen Hlai	thiɁ7	thiɁ7	tʰ i ʔ *7/⁵²	hlai1239	1429	19.11	109.54		1 7 1 8	AXLT	TIH3	9	9.T.C 9.I.V 9.H.c 9.3.T	1.6 3.0 1.1 1.0	tʰiʔ*7/⁵²	0	356	356	tʰ - i ʔ *7/⁵²
942	95_full	full	Heitu	Heitu Hlai	thi:Ɂ7	thi:Ɂ7	tʰ iː ʔ *7/⁵²	hlai1239	1429	19.51	108.94		1 7 1 8	AXLT	TIH3	5	5.T.C 5.I.V 5.H.c 5.3.T	1.6 3.0 1.1 1.0	tʰiːʔ*7/⁵²	0	356	356	tʰ - iː ʔ *7/⁵²
943	95_full	full	Baoding	Baoding Hlai	thi:k7	thi:k7	tʰ iː k *7/⁵²	hlai1239	1429	18.77	110.45		1 7 1 8	AXLT	TIK3	3	3.T.C 3.I.V 3.K.c 3.3.T	1.6 3.0 1.1 1.0	tʰiːk*7/⁵²	0	356	356	tʰ - iː k *7/⁵²
944	95_full	full	Zhongsha	Zhongsha Hlai	thi:Ɂ7	thi:Ɂ7	tʰ iː ʔ *7/⁵²	hlai1239	1429	15.83	114.33		1 7 1 8	AXLT	TIH3	10	10.T.C 10.I.V 10.H.c 10.3.T	1.6 3.0 1.1 1.0	tʰiːʔ*7/⁵²	0	356	356	tʰ - iː ʔ *7/⁵²
945	95_full	full	Tongzha	Tongzha Hlai	thiaɁ7	thiaɁ7	tʰ i/j a ʔ *7/⁵²	hlai1239	1429	18.88	109.67		1 6 7 1 8	ACXLT	TJAH3	7	7.T.C 7.J.C 7.A.V 7.H.c 7.3.T	1.6 1.2 3.0 1.1 1.0	tʰi/jaʔ*7/⁵²	0	356	359	tʰ i/j a ʔ *7/⁵²
946	95_full	full	Qiandui	Quiandui Hlai	thiaɁ7	thiaɁ7	tʰ i/j a ʔ *7/⁵²	hlai1239	1429	18.91	110.04		1 6 7 1 8	ACXLT	TJAH3	6	6.T.C 6.J.C 6.A.V 6.H.c 6.3.T	1.6 1.2 3.0 1.1 1.0	tʰi/jaʔ*7/⁵²	0	356	359	tʰ i/j a ʔ *7/⁵²
947	95_full	full	Baocheng	Baocheng Hlai	thiak7	thiak7	tʰ i/j a k *7/⁵²	hlai1239	1429	18.64	109.70		1 6 7 1 8	ACXLT	TJAK3	2	2.T.C 2.J.C 2.A.V 2.K.c 2.3.T	1.6 1.2 3.0 1.1 1.0	tʰi/jak*7/⁵²	0	356	357	tʰ i/j a k *7/⁵²
948	95_full	full	Gelong	Gelong	thiɘk2	thiɘk2	tʰ i/j ɘ/ə k *2/²		1429	19.10	108.65		1 6 7 1 8	ACXLT	TJEK6	4	4.T.C 4.J.C 4.E.V 4.K.c 4.6.T	1.6 1.2 3.0 1.1 1.0	tʰi/jɘ/ək*2/²	0	356	358	tʰ i/j ɘ/ə k *2/²
678	70_give	give	Xifang	Xifang Hlai	tɯŋ2	tɯŋ2	t ɯ ŋ *2/²	hlai1239	1447	19.30	109.24		1 7 4 8	AXLT	TIN6	8	8.T.C 8.I.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	tɯŋ*2/²	0	368	369	t ɯ ŋ *2/²
679	70_give	give	Baisha	Baisha Hlai	kau2	kau2	k au *2/²	hlai1239	1447	18.65	108.72		1 7 8	AXT	KA6	1	1.K.C 1.A.V 1.6.T	1.6 3.0 1.0	kau*2/²	0	367	367	k au *2/²
680	70_give	give	Yuanmen	Yuanmen Hlai	kau2	kau2	k au *2/²	hlai1239	1447	19.11	109.54		1 7 8	AXT	KA6	9	9.K.C 9.A.V 9.6.T	1.6 3.0 1.0	kau*2/²	0	367	367	k au *2/²
681	70_give	give	Heitu	Heitu Hlai	ɗeɯ1	ɗeɯ1	ɗ eɯ *1/¹	hlai1239	1447	19.51	108.94		1 7 8	AXT	TE6	5	5.T.C 5.E.V 5.6.T	1.6 3.0 1.0	ɗeɯ*1/¹	0	368	368	ɗ eɯ - *1/¹
682	70_give	give	Baoding	Baoding Hlai	tɯ:ŋ2	tɯ:ŋ2	t ɯː ŋ *2/²	hlai1239	1447	18.77	110.45		1 7 4 8	AXLT	TIN6	3	3.T.C 3.I.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0	tɯːŋ*2/²	0	368	369	t ɯː ŋ *2/²
683	70_give	give	Zhongsha	Zhongsha Hlai	ɗeɯ1	ɗeɯ1	ɗ eɯ *1/¹	hlai1239	1447	15.83	114.33		1 7 8	AXT	TE6	10	10.T.C 10.E.V 10.6.T	1.6 3.0 1.0	ɗeɯ*1/¹	0	368	368	ɗ eɯ - *1/¹
684	70_give	give	Tongzha	Tongzha Hlai	ɗeɯ1	ɗeɯ1	ɗ eɯ *1/¹	hlai1239	1447	18.88	109.67		1 7 8	AXT	TE6	7	7.T.C 7.E.V 7.6.T	1.6 3.0 1.0	ɗeɯ*1/¹	0	368	368	ɗ eɯ - *1/¹
685	70_give	give	Qiandui	Quiandui Hlai	ɗeɯ1	ɗeɯ1	ɗ eɯ *1/¹	hlai1239	1447	18.91	110.04		1 7 8	AXT	TE6	6	6.T.C 6.E.V 6.6.T	1.6 3.0 1.0	ɗeɯ*1/¹	0	368	368	ɗ eɯ - *1/¹
686	70_give	give	Baocheng	Baocheng Hlai	ɗeɯ1	ɗeɯ1	ɗ eɯ *1/¹	hlai1239	1447	18.64	109.70		1 7 8	AXT	TE6	2	2.T.C 2.E.V 2.6.T	1.6 3.0 1.0	ɗeɯ*1/¹	0	368	368	ɗ eɯ - *1/¹
687	70_give	give	Gelong	Gelong	tsɯɘŋ5	tsɯɘŋ5	ts ɯɘ ŋ *5/⁵		1447	19.10	108.65		2 7 4 8	AXLT	CIN6	4	4.C.C 4.I.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	tsɯɘŋ*5/⁵	0	368	369	ts ɯɘ ŋ *5/⁵
959	97_good	good	Xifang	Xifang Hlai	ɬen1	ɬen1	ɬ e n *1/¹	hlai1239	1035	19.30	109.24		5 7 4 8	AXLT	LEN6	8	8.L.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	ɬen*1/¹	0	378	378	ɬ e n *1/¹
960	97_good	good	Baisha	Baisha Hlai	ɬen1	ɬen1	ɬ e n *1/¹	hlai1239	1035	18.65	108.72		5 7 4 8	AXLT	LEN6	1	1.L.C 1.E.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ɬen*1/¹	0	378	378	ɬ e n *1/¹
961	97_good	good	Yuanmen	Yuanmen Hlai	ɬen1	ɬen1	ɬ e n *1/¹	hlai1239	1035	19.11	109.54		5 7 4 8	AXLT	LEN6	9	9.L.C 9.E.V 9.N.c 9.6.T	1.6 3.0 1.1 1.0	ɬen*1/¹	0	378	378	ɬ e n *1/¹
962	97_good	good	Heitu	Heitu Hlai	din1	din1	d i n *1/¹	hlai1239	1035	19.51	108.94		1 7 4 8	AXLT	TIN6	5	5.T.C 5.I.V 5.N.c 5.6.T	1.6 3.0 1.1 1.0	din*1/¹	0	378	378	d i n *1/¹
